asv	T.0.Dry.Soil.A	T.0.Dry.Soil.B	T.1.H218O.A	T.1.H218O.B	T.1.H218O.C	T.1.H218O.P.A	T.1.H218O.P.B	T.1.H218O.P.C	T.1.H2O.A	T.1.H2O.B	T.1.H2O.C	T.1.H2O.P.A	T.1.H2O.P.B	T.1.H2O.P.C	T.2.H218O.A	T.2.H218O.B	T.2.H218O.C	T.2.H218O.P.B	T.2.H218O.P.C	T.2.H2O.A	T.2.H2O.B	T.2.H2O.C	T.2.H2O.P.A	T.2.H2O.P.B	T.2.H2O.P.C	T.3.H218O.B	T.3.H218O.C	T.3.H218O.P.A	T.3.H218O.P.B	T.3.H218O.P.C	superkingdom	phylum	class	order	family	genus	species
da5659cf3897c9e905a1d83c0273887f	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma vindobonense
01045affa3171ecf1f3c29bbe54a892a	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Carlosrosaea	Carlosrosaea aechmeae
2797d83086de320a2c05292c72c16571	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Microbotryomycetes	NA	Chrysozymaceae	Chrysozyma	Chrysozyma flava
1b4b3eb4c742dd35de32cb62cf702f3a	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora ecuadoriana
c11e7a819ecfc242dba3a7f04089a5c3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia puccinelliae
605979d41176119aedd0f0ede917cc4f	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus fluvialis
0f3014a571b19737f0a7f41d63d2fe22	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Didymocyrtis	Didymocyrtis banksiae
d7ba13572572d5c65a35863504fd8f2d	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	Piptocephalis moniliformis
c9ebc8df944909c53d3c8fe0af6f5561	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus occultum
e4c20a21a4597aec160ecccdc3a24895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Coryneaceae	Coryneum	Coryneum arausiacum
363117787fe14344b2b0c853da079c4c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Alphamycetaceae	Alphamyces	Alphamyces chaetifer
0c31a725c1dc7cae9808e52e0fc03ec1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Sebacinales	NA	Chaetospermum	Chaetospermum chaetosporum
e926ce913c347bb042fd5ad9197293c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Kappamycetaceae	Kappamyces	Kappamyces laurelensis
b42a70c49a1d4a018d8eeee88644d960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Arizonaphlyctidaceae	Arizonaphlyctis	Arizonaphlyctis lemmonensis
72824cd4e0c1d8a25f0a34c3784548c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Podoserpula	Podoserpula pusio
f00ae944f15d6ec8533b2e227430c4e6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor griseocyanus
7a522ff82cb0396d60c8d734c4b15559	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Valsariales	Valsariaceae	Myrmaecium	Myrmaecium rubrum
a252926b2cd0a6eceba5cae8e0ef66f9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	Chytridium	Chytridium olla
ef32209898393664de450fa379c89bfb	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma kurtzmanii
736e8399ae45bd006717abf986679879	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	NA	NA	NA	Pseudopenidiella	Pseudopenidiella piceae
4e0e0382ee175c15b9f259414c04051c	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia subvitalbae
470fe61404b02503cb428dfd5a7e4161	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Nannizzia	Nannizzia aenigmatica
671875cf18c3b343c6eeb99a1d479817	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
3198fcdaebf3221a688a0079105c312a	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Heterocephalacria	Heterocephalacria gelida
ffac6f5fa562ac29a28a0b9d730f79b0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Dactylidispora	Dactylidispora singaporensis
ec208ba7608507318debc904f69400f1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Eukaryota	Basidiomycota	Cystobasidiomycetes	NA	NA	Sakaguchia	Sakaguchia meli
810fa3cf05316e7fa19ee179990af068	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
d1603863c1ef3ff3fc3b4e642b79eb61	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lunasporangiospora	Lunasporangiospora chienii
f71457ae905eb435be8d77a91d8d678d	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora ecuadoriana
2738c36f507c2c15383b3f661d0cb32a	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
d1d9bc058d5159a25519ad3969068dd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Sonoraphlyctidaceae	Sonoraphlyctis	Sonoraphlyctis ranzonii
319b9c574075b37d521e73a201ef0818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Melanopsaceae	Melanops	Melanops tulasnei
ace93b43241ca101359074be6c1fb4ed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Bulleribasidium	Bulleribasidium variabile
cd2635f50aa4677141871fcf79130b8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
9c34df68d85a023774161b80360cde1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis autotrophica
5ae4caf54aa0d26a2285d578fa41ce62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora entreriana
bdc89d4d4bcf52244d8054f1fbf2e3d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	Eukaryota	Mucoromycota	Glomeromycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora ecuadoriana
51a3429b1cb1a12e975d92a3e9263d5d	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus occultum
9353e067b1c800e74e7253bb5510c971	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Lecanoromycetes	Lecideales	Lecideaceae	Lecidea	Lecidea polypycnidophora
e369b48d5b7e87507567bf7ac0e9f70f	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Neovaginatispora	Neovaginatispora clematidis
68673755c033acdd60cbe0837b8a4e99	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Constantinomyces	Constantinomyces nebulosus
f9681e936aa9c60354a50360376e28f0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma victoriae
fec5b3d3cad72c3378e1f2808fc41219	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Streptophyta	Bryopsida	Grimmiales	Seligeriaceae	Seligeria	Seligeria acutifolia
f549e34de4d49ec3cf6a8ee6081ace1e	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia tremulae
d36ea9f3429fac74bf393efd81b78f95	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Streptophyta	Bryopsida	Grimmiales	Seligeriaceae	Seligeria	Seligeria acutifolia
e1bbd1883e7552e0b5979f28ae010b35	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema siamensis
3da9d71ae7ec552135c83084011d3e9b	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	Olpidium brassicae
2a09d60235e6d5ce32879e5c03697a67	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus pusillus
cbbc41d631dd2c53e9d48c7bb349edc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	NA	Polytolypa	Polytolypa hystricis
1a758c2e547b407ad2b3db5202367fe0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium eucalypti
ddc29ab058713e74d86e431240393724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Sympoventuria	Sympoventuria capensis
c7e3ec5132f03f4db7ed7c102f9a0cec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius ohlone
dc40585b653d4a2552760dfb7a2cf160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	Eukaryota	Zoopagomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Zancudomyces	Zancudomyces culisetae
0130d616304c58dcafa89299238af9f4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
be7e224e0fec4aff95276086e0ba8edb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia separata
8860102889a4b91ede8e87bd4e71ab2f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia californica
e6466bf20b699adefd9ba37c28785b83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
39a5cdd0508f00940d047b2a8a200f6c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Microthyriales	Microthyriaceae	Nothoanungitopsis	Nothoanungitopsis urophyllae
20f0143352928df5584bfb3af8275807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Latoruaceae	Polyschema	Polyschema sclerotigenum
3c1113d7311ff6eb4df62b83bde99885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus annulatus
e78beff1770a22858c85697e046e2cdd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella antarctica
dd522397276a23d926a5571386f54d64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora ecuadoriana
448925ea6107510bc93b8df57691d631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum italicum
5cdd5bfbeb01e23b43771e4cfecfad25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	Mallocybe isabellina
a2d8f439417bc652a8a7ace33071a005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria australis
ed318de07dd1f0f684e5f2565ebdaf28	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula westii
e0b7f1b65f64b5b2678fb7dd67a5081b	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chloridium	Chloridium submersum
cfc24bb6458d444e84e6fcbbb20e4f85	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum
689a1f44dccf17b0a76021af0092eeae	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Pygmaeomycetaceae	Pygmaeomyces	Pygmaeomyces thomasii
f1101c8ac75df7343dc1b5057c89bc9c	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
22ac420b78b598d03cd0071e94eb79a2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus poonsookiae
dda7b4328f8a432f682e73996f9d3cb0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Retiarius	Retiarius revayae
d65f94b5ecb86ed99e3e85c1dd621ecc	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria etheridgei
ef06187cf925a9efc31d47b927473e46	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora behniae
0d69cd60a971ee62282e1a5ebc52d189	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Plectania	Plectania zugazae
13973f61e93b85f773a5e91664ac3bd0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Microbotryomycetes	Heterogastridiales	Heterogastridiaceae	Pycnopulvinus	Pycnopulvinus aurantiacus
0cbb52aa7bfad1b4835178721328ebb5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Auriculariales	NA	Psilochaete	Psilochaete multifora
6af79acd8efc40307210992a8ba865e1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Dothideomycetes	Microthyriales	NA	Pseudosoloacrosporiella	Pseudosoloacrosporiella cryptomeriae
765cb6b225aab79f240d4e602f507f4a	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista reunionis
91706e7e3464746ce2d99652b5c5e2c9	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Lecanoromycetes	Trapeliales	Trapeliaceae	Trapeliopsis	Trapeliopsis flexuosa
1fe8efb23e1e6e0ab54ba796b9e678a7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Stephanospora	Stephanospora kanuka
a88f7cbead3ef44d30c40222ca221e4e	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella sarnyensis
4a8f8c025dd9d3bf800b59e763ddb6cb	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Borealophlyctidaceae	Borealophlyctis	Borealophlyctis paxensis
8b9304a169e93944594c922b1eb25be5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Triparticalcar	Triparticalcar equi
904f6578bcd374909ea3444596e0cc52	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
f5fcd39cb4d84fc1dee7423bbad03e08	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	NA	Minimedusa	Minimedusa polyspora
13256b1d59ffffdb09977482bc6c7319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	Olpidium brassicae
3b614230559efd747102babfd8029ff7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora nyingchiensis
f6bbe3dc824bb810a32f9bafa115aff2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora entreriana
8db22a463152904efddf1f93aab38b5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Chytridiomycota	Chytridiomycetes	NA	Quaeritorhizaceae	Quaeritorhiza	Quaeritorhiza haematococci
e2222c1c7041a0200ea4fed4151fcb29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium minutum
68899553f29c14b81d6ec1e3957f593b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	Eukaryota	Streptophyta	Bryopsida	Grimmiales	Seligeriaceae	Seligeria	Seligeria acutifolia
6225c4441c1278913819760e360c905c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
4bc05e023a40003312e94b9000bf6009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus poonsookiae
d13b154313182ad32cdbb9b0bc13e52b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Retiarius	Retiarius revayae
e28c1f91957f5b436689e0da9ade7954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae
