Contig	T0.R.Dry.soil.A	T0.R.Dry.soil.B	T0.R.Dry.soil.C	T1.R.H218O.A	T1.R.H218O.B	T1.R.H218O.C	T1.R.H218O.P.A	T1.R.H218O.P.B	T1.R.H218O.P.C	T1.R.H2O.A	T1.R.H2O.B	T1.R.H2O.C	T1.R.H2O.P.A	T1.R.H2O.P.B	T1.R.H2O.P.C	T2.R.H218O.A	T2.R.H218O.B	T2.R.H218O.C	T2.R.H218O.P.A	T2.R.H218O.P.B	T2.R.H218O.P.C	T2.R.H2O.A	T2.R.H2O.B	T2.R.H2O.C	T2.R.H2O.P.A	T2.R.H2O.P.B	T2.R.H2O.P.C	T3.R.H218O.A	T3.R.H218O.B	T3.R.H218O.C	T3.R.H218O.P.A	T3.R.H218O.P.B	T3.R.H218O.P.C	T3.R.H2O.A	T3.R.H2O.B	T3.R.H2O.C	T3.R.H2O.P.A	T3.R.H2O.P.B	T3.R.H2O.P.C	Class	Order	host	Phylum
T2-R-H2O-B_NODE_9989_length_954_cov_2.055493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.6091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_10263_length_947_cov_4.481735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.369675	0	0	0	38.73163	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_11138_length_926_cov_3.665497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.608116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_11265_length_923_cov_4.143192	65.06788	0	0	0	0	0	0	0	0	0	0	54.84995	0	0	0	136.64064	0	156.34946	0	0	0	0	237.43443	0	0	0	0	0	0	0	0	0	0	858.33777	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_11600_length_916_cov_1.366864	0	0	0	152.21613	0	231.17702	0	0	62.936153	206.66064	0	0	0	0	35.569046	247.83269	0	0	161.98853	0	0	0	332.86798	0	63.29631	48.72239	0	177.68411	0	149.93126	50.14828	0	0	52.95288	0	240.0646	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_11936_length_908_cov_6.499403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.925285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-B_NODE_12252_length_902_cov_3.768953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.89008	0	0	0	0	0	0	0	0	0	0	107.54953	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_12476_length_898_cov_2.949214	0	84.92443	115.07848	54.8002	0	0	0	0	0	124.00179	124.61967	0	83.36158	0	0	0	199.37082	187.48587	0	0	0	0	466.8678	312.0614	0	0	0	0	0	0	0	0	0	171.04527	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_12782_length_892_cov_3.152253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.71188	0	0	0	0	0	405.91614	0	0	0	0	0	0	1363.6925	0	0	0	163.13286	0	0	61.28779	106.71247	0	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T2-R-H2O-B_NODE_12849_length_891_cov_2.037805	0	0	0	55.23073	0	0	0	0	0	212.4592	0	198.86954	50.4099	0	0	184.01245	0	0	140.91312	64.42839	0	146.3679	342.20776	140.9886	0	0	54.88792	133.95775	283.8048	0	90.22188	0	46.405983	0	119.24506	0	0	0	0	Tolucaviricetes	Tolivirales	NA	Kitrinoviricota
T2-R-H2O-B_NODE_14128_length_868_cov_1.462986	0	0	0	85.04132	0	0	0	0	0	115.45881	0	0	0	106.371445	0	0	0	0	0	0	32.186226	0	208.56981	0	0	0	0	0	0	0	0	0	59.54454	111.7623	0	116.92619	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_14797_length_857_cov_2.132316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.94606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_15718_length_843_cov_2.226684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.21161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_16336_length_834_cov_3.096986	72.01157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.356155	0	0	0	0	91.39901	0	0	0	0	0	0	117.62336	0	0	0	0	0	141.97511	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_16871_length_827_cov_3.321429	0	0	0	79.33991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322.60425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Alsuviricetes	Tymovirales	NA	Kitrinoviricota
T2-R-H2O-B_NODE_17711_length_816_cov_8.081879	0	0	0	0	0	0	199.79268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.47653	0	0	0	0	0	0	0	84.44086	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-B_NODE_19486_length_795_cov_4.015193	0	159.8787	162.48503	0	0	0	0	0	0	0	0	63.681137	0	0	0	0	0	0	0	0	0	65.617004	527.3551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_21822_length_771_cov_4.647143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247.16853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_21947_length_770_cov_3.314735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.24686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_22771_length_762_cov_3.008683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.58347	0	0	0	32.089985	0	0	0	0	211.91203	0	84.87286	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_23220_length_758_cov_2.206696	0	0	0	0	0	0	163.87067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276.54834	0	0	0	0	0	1267.6864	0	0	0	0	0	0	0	0	0	0	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T2-R-H2O-B_NODE_23838_length_753_cov_1.939883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.88462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_24899_length_744_cov_2.573551	0	0	0	0	0	0	0	0	0	0	488.8474	0	181.10977	0	0	0	0	0	0	0	0	0	204.91068	0	0	0	0	0	0	0	0	0	0	325.9734	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-B_NODE_25254_length_741_cov_3.698507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.88153	0	0	0	0	0	0	0	69.74062	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-B_NODE_25908_length_736_cov_3.929323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.0862	0	0	0	107.2457	37.95875	0	491.9527	0	133.91985	0	83.059	117.94105	240.50143	0	0	0	0	263.61325	498.6906	137.89665	328.946	54.4551	168.11899	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_27833_length_722_cov_0.917051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.38959	0	131.97157	93.68698	0	0	0	0	0	0	0	0	0	0	66.88954	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_30032_length_707_cov_2.429245	0	0	0	0	0	0	0	116.63575	0	220.5022	0	0	0	0	0	0	538.1179	204.11678	0	81.19617	0	0	417.79175	0	0	0	0	0	0	166.50278	0	0	0	205.81967	0	0	0	106.291435	0	Tolucaviricetes	Tolivirales	Fungi	Kitrinoviricota
T2-R-H2O-B_NODE_32866_length_690_cov_1.494346	0	0	0	71.31968	0	96.91448	56.256325	89.632034	0	0	0	0	86.7927	0	94.43841	182.78162	0	0	0	72.79708	60.734005	189.00552	207.13799	0	0	90.55303	0	0	183.2392	113.73668	66.57366	0	52.433716	0	139.98332	36.772438	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_32894_length_690_cov_1.072698	0	0	168.48991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183.2392	0	0	136.51436	0	0	0	0	0	0	0	Alsuviricetes	Tymovirales	Fungi	Kitrinoviricota
T2-R-H2O-B_NODE_40968_length_650_cov_1.468048	0	0	0	0	0	0	47.774597	0	0	0	0	0	0	0	0	0	68.85961	0	0	0	0	0	131.93095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_41356_length_648_cov_3.036395	0	0	0	0	216.90137	378.38528	0	0	0	515.526	0	468.76392	115.52269	316.63382	226.25867	0	0	0	0	88.589035	0	0	352.90173	0	134.21161	0	169.8095	0	1112.1602	151.38562	124.05509	0	0	636.2518	327.92392	0	144.6262	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_41424_length_648_cov_1.856153	0	0	79.73802	0	0	0	95.8441	159.0692	88.9653	0	237.4601	97.65915	0	126.65353	0	77.851425	138.14429	0	0	0	0	0	308.789	0	0	0	66.037025	0	0	0	230.38802	0	63.808224	62.37762	178.86758	0	0	61.85024	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_41905_length_646_cov_1.506087	0	0	0	76.17737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.99716	0	188.47798	0	444.7642	0	0	227.78148	0	0	0	0	0	0	0	0	0	Tolucaviricetes	Tolivirales	NA	Kitrinoviricota
T2-R-H2O-B_NODE_44993_length_634_cov_1.591474	0	0	0	0	0	0	61.225334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.20256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_49798_length_617_cov_1.412088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.65815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Duplopiviricetes	Durnavirales	Bacteria	Pisuviricota
T2-R-H2O-B_NODE_52181_length_609_cov_2.174721	0	0	0	80.80555	0	0	0	67.70236	0	0	229.69716	0	135.21277	286.37424	0	0	0	0	0	0	0	578.1893	312.9178	0	0	0	0	0	0	0	75.42829	0	33.94723	185.8423	380.64432	138.87785	64.119995	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_52612_length_608_cov_1.508380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.38786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-B_NODE_52995_length_607_cov_1.048507	0	0	0	0	0	110.16639	0	118.86951	0	91.72456	230.454	0	98.66057	0	174.44656	0	0	158.49594	0	70.9296	69.03866	0	141.27696	0	47.758995	0	0	53.627235	0	0	0	0	0	53.27275	47.737312	0	51.46501	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-B_NODE_55096_length_600_cov_2.041588	0	0	0	0	0	111.45166	116.45058	188.97423	0	0	0	0	62.382256	0	0	0	0	240.5176	0	71.75712	69.84411	0	222.3281	0	0	208.27197	173.20569	0	0	0	95.699646	0	0	80.8414	0	281.92203	0	50.098694	0	Duplopiviricetes	Durnavirales	Fungi	Pisuviricota
T2-R-H2O-C_NODE_9_length_4176_cov_45.694032	0	0	256.7427	0	0	0	0	0	0	194.65552	0	0	0	194.0747	140.43642	0	246.51611	0	0	0	0	518.4074	269.2397	1615.1519	127.73244	292.829	155.17075	470.2956	269.46164	354.71216	0	0	0	195.52158	460.27563	342.27603	0	253.13277	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-C_NODE_31_length_3537_cov_20.689267	0	0	0	111.30468	0	0	94.38084	0	0	0	0	121.66392	0	0	0	0	0	0	0	0	0	0	0	2868.6177	0	0	0	0	0	501.9993	0	0	0	0	103.77051	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-C_NODE_36_length_3411_cov_5.086228	0	0	0	0	0	0	0	0	0	0	180.44461	0	83.3958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-C_NODE_40_length_3330_cov_10.948450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.28262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-C_NODE_65_length_3031_cov_47.305068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.4052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-C_NODE_69_length_2990_cov_5.432682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.34553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-C_NODE_75_length_2933_cov_21.189727	0	0	0	0	0	0	0	0	868.7721	0	257.5459	0	0	0	0	0	3502.2615	0	0	0	859.65643	0	0	586.4437	527.80444	0	0	0	1461.3529	2886.4124	0	0	0	0	0	0	0	0	0	Magsaviricetes	Nodamuvirales	NA	Kitrinoviricota
T2-R-H2O-C_NODE_87_length_2827_cov_4.112845	0	0	191.91281	0	0	157.69601	129.06915	0	0	240.27487	529.4572	411.88876	0	0	0	187.37215	0	0	0	0	103.765564	0	653.8731	375.99777	0	164.18427	0	0	0	0	132.02286	0	0	477.55615	536.41296	0	113.26581	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-C_NODE_105_length_2748_cov_7.165484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.33932	0	741.9662	88.61482	0	0	173.7356	0	0	0	0	0	0	91.38649	101.565796	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-C_NODE_133_length_2627_cov_11.037167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1725.1671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Tolucaviricetes	Tolivirales	Fungi	Kitrinoviricota
T2-R-H2O-C_NODE_157_length_2516_cov_4.523108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260.65994	0	0	0	162.56581	0	0	0	656.75574	447.0591	0	0	0	0	77.97924	104.98054	149.75342	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T2-R-H2O-C_NODE_180_length_2435_cov_6.062183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595.26544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-C_NODE_202_length_2389_cov_7.379206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.88364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-C_NODE_264_length_2209_cov_3.698784	0	0	0	77.97059	0	0	0	0	0	136.10446	113.98552	0	0	0	0	171.28018	0	239.53767	0	0	0	129.88248	138.02946	673.66406	0	0	0	0	0	0	0	0	0	311.0692	279.8399	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T2-R-H2O-C_NODE_273_length_2198_cov_3.031500	0	0	164.55492	182.84186	127.89089	344.80038	95.36445	131.30809	83.93014	192.51308	311.84683	218.81337	163.4767	140.02187	140.81978	149.18571	223.9974	196.96617	72.70039	78.351715	82.61814	468.73026	507.19592	466.01144	84.41044	0	191.90483	227.08212	241.59561	151.74376	73.146225	0	103.46339	360.43936	799.7773	438.6594	111.9241	109.4057	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-C_NODE_323_length_2095_cov_7.650198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588.40466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690.72125	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-C_NODE_513_length_1861_cov_5.004469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.0036	0	0	0	0	0	79.06869	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T2-R-H2O-C_NODE_556_length_1822_cov_4.130782	0	0	233.96239	0	0	220.21182	0	0	0	0	0	0	246.51605	0	0	0	0	435.6246	0	0	0	0	0	604.6094	0	0	0	0	256.7561	1033.7428	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-C_NODE_566_length_1814_cov_7.377510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575.3139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-C_NODE_645_length_1759_cov_3.048578	0	0	0	167.8587	0	0	83.85678	0	0	0	0	366.96298	0	209.96114	282.46964	301.13763	197.20314	0	116.80005	0	0	430.0171	249.17792	252.70299	0	0	0	0	0	167.30737	0	0	0	312.51932	472.23483	0	173.15678	142.40675	0	Leviviricetes	Levivirales	NA	Lenarviricota
T2-R-H2O-C_NODE_658_length_1750_cov_4.379392	0	0	0	0	0	0	0	0	0	0	0	79.55594	0	93.79598	0	0	0	0	0	0	0	0	0	452.78726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-C_NODE_677_length_1737_cov_7.140456	0	0	0	0	0	0	0	261.10428	0	0	0	0	0	0	75.028786	0	0	0	0	0	0	0	0	623.06964	53.406487	0	130.21661	0	0	0	0	0	0	0	111.213005	0	103.41149	0	338.3673	Duplopiviricetes	Durnavirales	Fungi	Pisuviricota
T2-R-H2O-C_NODE_737_length_1699_cov_6.854423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455.00375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Kitrinoviricota	Kitrinoviricota	NA	Kitrinoviricota
T2-R-H2O-C_NODE_849_length_1643_cov_2.982824	109.66096	0	0	0	0	0	0	125.473946	0	0	0	0	0	0	0	0	0	0	0	0	0	142.87573	0	270.5445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-C_NODE_1330_length_1464_cov_2.722182	0	251.77617	0	1198.8916	0	0	0	0	0	266.21423	0	0	107.37929	0	0	0	175.79428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-C_NODE_1517_length_1407_cov_4.236527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.76498	0	590.63983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T2-R-H2O-C_NODE_1674_length_1368_cov_6.507325	0	0	0	125.90426	0	0	0	0	0	0	0	0	0	0	0	0	0	738.4312	0	0	0	0	0	1010.1092	0	0	0	0	0	0	0	0	0	0	0	98.920006	0	0	0	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T2-R-H2O-C_NODE_1712_length_1361_cov_2.417829	0	0	0	0	0	65.51163	0	0	0	0	0	0	66.003265	0	0	0	0	0	0	110.72002	0	0	0	149.10066	0	0	0	0	0	108.1167	0	0	0	0	0	0	0	0	0	Alsuviricetes	Tymovirales	Fungi	Kitrinoviricota
T2-R-H2O-C_NODE_1863_length_1331_cov_3.261111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217.80186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T2-R-H2O-C_NODE_1978_length_1308_cov_4.817300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672.28284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Duplopiviricetes	Durnavirales	Fungi	Pisuviricota
T2-R-H2O-C_NODE_2024_length_1299_cov_9.990228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714.13525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-C_NODE_2035_length_1297_cov_27.526917	0	0	0	0	0	0	0	0	373.36615	0	0	0	0	158.19484	401.92752	0	0	0	0	0	0	0	0	1713.5874	290.56763	0	108.405754	0	0	0	0	0	119.54818	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-C_NODE_2377_length_1242_cov_3.945346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318.99265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T2-R-H2O-C_NODE_2764_length_1196_cov_4.445333	0	0	86.40508	0	0	0	84.38448	0	0	0	0	84.6597	62.59089	0	0	0	0	0	0	0	0	0	71.7016	282.78427	0	0	0	226.80971	0	0	67.2138	0	0	81.11177	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-C_NODE_2779_length_1195_cov_2.835409	0	638.17694	0	0	0	0	0	0	164.02371	0	0	0	0	0	0	0	0	0	0	0	0	294.6588	0	291.1072	87.33301	0	0	0	0	213.43472	0	0	229.22903	135.29941	581.95575	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-C_NODE_2989_length_1172_cov_6.405086	0	281.97037	0	0	0	0	0	0	0	0	0	0	51.09809	0	0	0	0	0	0	0	0	0	0	733.80524	0	0	0	138.87257	0	0	93.086685	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-C_NODE_3214_length_1151_cov_2.589815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.33011	0	0	0	0	1303.47	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-C_NODE_3570_length_1118_cov_22.490926	0	0	0	0	0	0	0	0	0	0	175.16977	0	0	0	0	0	0	0	0	0	0	69.989525	161.93077	890.2538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-C_NODE_3672_length_1110_cov_7.124158	748.4663	0	279.2986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330.8103	99.24405	0	0	0	0	0	0	0	0	167.50922	261.05	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-C_NODE_3742_length_1105_cov_2.794971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.428955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-C_NODE_3868_length_1094_cov_4.900293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204.56468	0	0	0	0	0	0	715.4612	0	0	0	0	0	0	62.983307	0	0	0	141.26288	0	0	0	0	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T2-R-H2O-C_NODE_4327_length_1063_cov_1.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.8089	0	0	0	0	0	0	0	0	0	152.10046	145.38249	190.95377	73.469574	56.55544	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-C_NODE_4784_length_1036_cov_2.848705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.61886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-C_NODE_4815_length_1035_cov_2.206432	145.0668	515.78253	0	0	0	0	0	0	178.24004	0	0	0	0	0	0	134.03986	0	0	0	41.598328	0	0	0	233.40924	0	0	0	1509.6454	354.26242	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T2-R-H2O-C_NODE_4832_length_1034_cov_2.186916	58.08284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279.13068	0	0	0	75.67532	0	280.36197	190.64798	0	0	0	0	0	155.48878	0	49.985165	0	0	89.97512	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T2-R-H2O-C_NODE_5269_length_1011_cov_3.573404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477.90024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Duplopiviricetes	Durnavirales	Bacteria	Pisuviricota
T2-R-H2O-C_NODE_5657_length_992_cov_11.340934	0	0	130.21733	0	0	0	0	0	0	0	0	0	0	0	0	0	67.67956	0	0	0	0	0	0	38.964287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T2-R-H2O-C_NODE_5883_length_982_cov_3.332602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.40267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
